-0.49108,-0.56656
-0.48086,-0.55249
-0.47067,-0.53839
-0.46058,-0.52428
-0.4506,-0.51015
-0.44079,-0.49603
-0.43118,-0.48192
-0.4218,-0.46774
-0.4126,-0.45351
-0.40351,-0.43919
-0.39447,-0.42473
-0.38548,-0.41016
-0.37651,-0.39546
-0.36755,-0.38055
-0.35859,-0.36541
-0.34962,-0.35006
-0.34062,-0.33451
-0.33159,-0.31884
-0.3225,-0.3032
-0.31336,-0.2878
-0.30414,-0.27279
-0.29484,-0.25824
-0.28545,-0.24421
-0.27596,-0.23071
-0.26637,-0.21776
-0.25665,-0.2054
-0.2468,-0.19362
-0.23682,-0.1824
-0.2267,-0.17167
-0.21642,-0.16141
-0.20596,-0.15162
-0.1953,-0.14229
-0.18443,-0.13341
-0.17334,-0.12498
-0.16203,-0.11692
-0.1505,-0.10917
-0.13874,-0.10167
-0.12677,-0.094379
-0.11457,-0.087254
-0.10216,-0.080212
-0.089567,-0.073195
-0.076787,-0.066143
-0.063838,-0.058995
-0.050733,-0.051715
-0.037488,-0.044267
-0.024128,-0.0366
-0.010708,-0.02866
0.002712,-0.020393
0.016052,-0.011769
0.029252,-0.0027615
0.042212,0.0066685
0.054862,0.016509
0.067172,0.026749
0.079122,0.037389
0.090802,0.048399
0.10235,0.059759
0.11388,0.071429
0.12551,0.083359
0.13727,0.095529
0.14919,0.10789
0.16126,0.12041
0.1735,0.13305
0.18593,0.14577
0.19855,0.15855
0.21136,0.17136
0.22437,0.18416
0.23755,0.19697
0.25086,0.2098
0.26431,0.22264
0.27795,0.23547
0.29176,0.24829
0.30574,0.2611
0.3199,0.27391
0.33427,0.28672
0.34887,0.29953
0.36369,0.31231
0.3787,0.32508
0.39384,0.33783
0.40904,0.35053
0.42427,0.36316
0.43936,0.37572
0.4542,0.38818
0.46866,0.40052
0.48265,0.41273
0.49616,0.42476
0.50912,0.43663
0.52147,0.44831
0.53317,0.45981
0.54418,0.47112
0.55449,0.48221
0.5641,0.49306
0.57298,0.50363
0.58113,0.51393
0.58858,0.52395
0.59538,0.5337
0.60162,0.54319
0.60736,0.55245
0.61268,0.5615
0.61768,0.57035
0.62255,0.57904
0.62749,0.58759
0.6327,0.59605
0.63836,0.60445
0.64451,0.61284
0.65119,0.62126
0.65845,0.62976
0.6663,0.63843
0.67475,0.64736
0.6838,0.65672
0.69347,0.66654
0.7037,0.67689
0.71447,0.68781
0.72575,0.69934
0.7375,0.7114
0.74966,0.72389
0.76219,0.73671
0.77503,0.74974
0.78812,0.76287
0.8014,0.77597
0.81482,0.7889
0.82829,0.80148
0.84171,0.81356
0.8551,0.82495
0.8684,0.83548
0.8818,0.84503
0.8951,0.85346
0.9083,0.86072
0.9215,0.86672
0.9347,0.87158
0.9479,0.87536
0.9611,0.87812
0.9745,0.87992
0.9882,0.88087
1.0022,0.88109
1.0169,0.8809
1.0324,0.88058
1.049,0.88044
1.0669,0.88084
1.0863,0.88206
1.1076,0.88448
1.1308,0.88837
1.1562,0.89413
1.1842,0.90203
1.2151,0.91263
1.2492,0.92643
1.2867,0.94403
1.3283,0.96593
1.3743,0.99293
1.4254,1.0259
1.4822,1.0657
1.5455,1.1134
1.6164,1.1699
1.6963,1.2365
1.7863,1.3144
1.8883,1.4052
2.0037,1.5108
2.1351,1.6339
2.2854,1.7776
2.4586,1.9468
2.6609,2.1472
2.8988,2.3861
3.1767,2.6687
3.4546,2.9512
